"md_id","busi_date","region_name","org_level","total_orders","process_orders","pending_orders","night_orders","cancelled_orders","avg_response_time","avg_finish_time","first_contact_resolved","escalation_cnt","repeat_cnt","online_channel_cnt","phone_channel_cnt","email_channel_cnt","mobile_app_cnt","alert_timeout_sign_orders","alert_timeout_process_orders","alert_repeat_exceed_orders","alert_sentiment_keyword_orders","high_priority_cnt","medium_priority_cnt","low_priority_cnt","overdue_pct","satisfaction_score","handler_cnt","bot_handled_cnt","handover_cnt","top_keyword_1","top_keyword_1_cnt","top_keyword_2","top_keyword_2_cnt","top_keyword_3","top_keyword_3_cnt","early_response_orders","late_response_orders","avg_wait_time_user","repeat_user_cnt","first_time_user_cnt","multi_channel_user_cnt","escalated_user_cnt","followup_orders","feedback_received_cnt","auto_reply_cnt","manual_reply_cnt","satisfaction_survey_sent","satisfaction_survey_responded","avg_survey_response_time"
478,"2022-07-19",B县,2,431,419,12,15,11,31.42,80.21,0,22,11,81,71,221,58,23,26,19,41,215,4,212,14.45,42.29,1,257,26,信号,91,停车,248,施工,379,245,98,37.16,16,84,53,39,160,135,94,180,332,86,80.7
479,"2022-07-19",A1镇,3,980,740,240,376,34,52.39,37.21,151,50,8,267,180,231,302,66,24,11,8,287,142,551,3.9,67.07,10,550,68,施工,358,供水,98,停电,885,462,88,47.13,256,70,132,176,505,290,704,6,585,334,96.49
480,"2022-07-19",B1镇,3,442,346,96,10,22,126.87,46.74,66,42,0,41,108,68,225,28,14,15,29,114,183,145,19.33,95.61,13,291,70,停车,195,安全,412,道路,350,377,39,77.23,20,133,7,14,269,32,288,8,246,214,10.72
481,"2022-07-20",A市,1,946,862,84,248,11,83.19,33.0,14,74,22,259,201,329,157,24,65,47,45,194,353,399,6.21,78.28,7,137,4,垃圾,272,快递,656,停车,267,581,51,81.18,461,265,43,267,436,287,656,138,761,594,32.41
482,"2022-07-20",B市,1,989,799,190,333,92,25.91,55.39,127,22,32,115,486,285,103,49,96,34,63,327,192,470,5.08,95.05,4,224,148,扰民,307,路灯,173,噪音,565,317,548,85.97,484,385,58,589,417,87,732,44,391,368,81.84
483,"2022-07-20",A县,2,771,703,68,269,26,55.13,70.03,188,51,13,349,154,63,205,9,76,27,63,207,330,234,16.8,38.54,12,191,9,垃圾,605,维修,89,扰民,105,388,284,42.37,214,125,33,76,596,509,332,235,431,184,23.85
484,"2022-07-20",B县,2,444,431,13,182,37,153.21,81.12,112,4,11,68,8,208,160,37,10,3,16,114,165,165,8.41,87.98,2,4,86,供水,80,扰民,146,宽带,98,281,119,79.41,76,150,127,87,12,9,119,2,416,383,22.55
485,"2022-07-20",A1镇,3,904,851,53,372,81,273.78,54.24,235,65,12,421,112,356,15,59,20,30,74,372,215,317,12.81,31.22,20,375,46,垃圾,442,绿化,626,物业,293,599,212,17.44,459,25,23,281,18,1,824,11,214,100,76.15
486,"2022-07-20",B1镇,3,810,669,141,207,41,163.44,50.23,196,39,3,194,127,273,216,36,22,6,45,281,120,409,5.39,67.05,5,6,76,快递,428,外卖,581,卫生,418,90,669,66.69,196,79,213,250,499,376,79,138,274,184,18.66
487,"2022-07-21",A市,1,386,358,28,4,0,27.64,63.59,9,21,17,131,122,102,31,5,8,16,1,340,21,25,1.37,43.9,3,163,5,污染,209,供电,174,物业,272,96,3,85.36,59,46,15,87,23,10,17,162,288,288,74.78
488,"2022-07-21",B市,1,481,451,30,19,25,238.69,44.57,90,34,20,259,138,28,56,38,44,8,34,46,29,406,8.2,40.64,8,135,85,宽带,377,供水,320,信号,212,50,253,69.5,146,304,303,108,442,138,348,27,179,114,80.81
489,"2022-07-21",A县,2,143,137,6,14,13,153.24,54.22,22,5,4,26,55,9,53,12,10,5,4,66,38,39,2.85,45.16,7,119,12,快递,105,信号,72,道路,80,129,10,62.4,31,89,119,15,125,107,113,10,1,0,74.13
490,"2022-07-21",B县,2,878,795,83,197,83,235.84,46.25,110,4,25,122,102,454,200,55,34,29,35,545,166,167,2.21,80.7,19,652,89,路灯,501,网络,874,停车,308,430,391,68.96,103,287,2,119,432,313,58,535,201,82,45.32
491,"2022-07-21",A1镇,3,155,150,5,48,4,12.33,57.05,17,15,2,18,21,58,58,14,0,3,15,26,61,68,3.51,64.38,10,30,1,路灯,154,供电,39,停车,103,13,107,17.29,21,0,15,20,131,6,54,91,116,50,63.86
492,"2022-07-21",B1镇,3,792,600,192,225,25,135.17,93.0,100,16,10,172,318,203,99,60,30,18,38,347,330,115,4.97,73.32,14,179,37,维修,569,消防,201,路灯,673,631,74,98.4,161,259,121,249,226,105,305,83,401,111,25.42
493,"2022-07-22",A市,1,575,544,31,240,49,157.63,79.62,73,1,16,190,45,117,223,16,39,27,24,219,93,263,16.48,68.11,20,477,105,违建,531,物业,333,电梯,369,167,361,53.54,11,26,25,31,354,288,286,77,443,177,95.53
494,"2022-07-22",B市,1,104,103,1,47,10,77.45,31.71,19,4,3,45,47,10,2,3,0,4,10,36,0,68,15.95,71.65,13,82,20,消防,32,卫生,83,信号,38,86,2,22.63,54,13,38,21,97,59,3,56,102,81,77.92
495,"2022-07-22",A县,2,490,463,27,220,37,149.79,75.68,77,31,1,86,213,91,100,44,13,7,9,133,112,245,8.17,55.19,18,373,50,路灯,149,道路,170,宽带,187,269,132,60.1,138,10,144,134,404,73,363,21,219,189,75.5
496,"2022-07-22",B县,2,351,307,44,103,31,60.14,34.54,45,9,3,106,139,39,67,32,24,14,2,144,191,16,19.4,46.78,17,276,57,垃圾,211,安全,188,绿化,294,312,32,21.37,73,81,5,28,276,239,214,36,271,82,62.37
497,"2022-07-22",A1镇,3,165,163,2,33,10,290.62,43.68,20,2,5,58,27,65,15,13,8,3,6,48,33,84,19.99,42.89,11,110,19,垃圾,53,外卖,140,道路,22,78,35,31.24,5,1,0,6,81,27,41,57,156,143,14.22
498,"2022-07-22",B1镇,3,269,256,13,111,6,285.68,93.97,71,22,12,77,66,30,96,1,26,8,16,64,123,82,14.58,94.73,7,141,27,交通,165,噪音,181,停车,44,141,107,17.04,63,155,58,110,87,48,209,5,244,159,72.32
499,"2022-07-23",A市,1,972,800,172,309,20,45.74,43.46,215,33,10,188,124,321,339,35,51,3,79,183,294,495,10.22,55.31,15,113,119,扰民,700,噪音,798,供电,160,337,520,82.06,519,363,627,152,785,23,675,117,332,107,24.85
500,"2022-07-23",B市,1,779,749,30,211,65,65.55,78.27,17,49,4,289,274,91,125,8,42,12,26,133,223,423,2.47,35.66,18,210,71,供电,513,供水,562,物业,315,44,249,60.16,229,312,416,345,435,73,387,243,351,166,71.11
501,"2022-07-23",A县,2,322,264,58,87,28,111.14,68.07,52,3,10,37,27,89,169,8,16,14,21,205,85,32,0.9,75.78,13,135,7,供电,236,燃气,59,漏水,251,229,11,53.31,47,176,150,172,219,62,68,134,80,79,94.24
502,"2022-07-23",B县,2,401,395,6,104,32,230.47,39.71,92,38,15,104,166,36,95,40,36,3,30,142,140,119,9.3,85.03,11,101,30,停车,280,交通,278,扰民,69,146,176,49.18,305,8,165,45,167,61,154,222,81,4,99.65
503,"2022-07-23",A1镇,3,685,533,152,102,16,126.49,73.53,143,36,5,146,246,164,129,40,8,34,42,595,48,42,6.72,98.75,9,408,58,停电,141,交通,554,漏水,284,433,72,64.05,209,444,145,398,407,349,318,18,470,230,97.22
504,"2022-07-23",B1镇,3,733,582,151,84,69,151.84,38.89,76,14,10,73,72,545,43,0,73,28,56,315,291,127,15.09,99.21,9,112,22,网络,642,施工,701,供电,628,86,389,18.86,191,64,48,242,559,34,95,213,63,23,90.44
505,"2022-07-24",A市,1,853,704,149,7,81,89.9,80.99,68,74,17,416,335,5,97,35,70,8,23,439,108,306,9.3,49.83,15,699,96,维修,604,消防,549,路灯,627,203,400,97.4,487,178,419,248,623,134,412,220,214,0,76.41
506,"2022-07-24",B市,1,676,605,71,68,29,236.56,37.93,58,46,17,206,66,155,249,21,17,33,55,435,81,160,6.51,31.45,8,528,12,宽带,195,排水,401,信号,446,2,340,67.5,73,17,63,9,104,90,126,283,430,135,44.96
507,"2022-07-24",A县,2,417,359,58,0,23,110.98,35.37,64,11,16,146,23,168,80,7,0,2,19,158,76,183,10.49,67.39,4,306,46,交通,309,消防,287,安全,70,207,177,88.64,186,30,161,104,40,39,110,163,283,47,86.39
508,"2022-07-24",B县,2,795,674,121,254,16,80.54,63.19,128,47,13,84,355,35,321,8,31,19,65,388,313,94,13.59,83.8,7,553,35,噪音,184,供电,777,排水,646,458,195,48.5,444,224,301,237,283,37,354,27,489,402,32.38
509,"2022-07-24",A1镇,3,752,688,64,339,64,238.0,88.35,0,40,9,458,98,166,30,43,9,33,44,191,234,327,2.98,40.46,12,619,131,外卖,574,供暖,155,噪音,565,510,90,26.11,267,202,164,345,77,53,105,555,148,45,23.63
510,"2022-07-24",B1镇,3,588,457,131,14,43,296.77,54.59,94,20,20,108,124,193,163,17,20,12,4,194,192,202,3.48,76.56,19,117,117,供水,549,绿化,197,宽带,549,369,125,82.73,57,122,32,30,103,63,171,40,410,382,98.75
511,"2022-07-25",A市,1,117,89,28,0,10,111.69,99.33,23,6,3,22,9,59,27,3,2,4,10,47,15,55,6.52,32.36,4,24,23,信号,57,违建,14,噪音,113,57,13,15.89,11,29,18,26,14,9,85,4,63,45,58.33
512,"2022-07-25",B市,1,636,631,5,139,33,198.26,96.54,116,26,27,233,17,39,347,47,18,4,25,238,224,174,19.85,74.85,14,576,45,排水,258,噪音,280,供暖,313,80,37,77.94,145,82,51,117,46,31,367,143,414,202,18.32
513,"2022-07-25",A县,2,170,141,29,34,9,190.9,81.99,18,15,2,48,45,40,37,7,11,5,14,19,90,61,8.32,56.39,13,80,19,网络,121,电梯,124,供电,69,55,103,87.13,68,95,24,127,99,32,27,59,113,68,22.45
514,"2022-07-25",B县,2,116,107,9,23,8,215.26,35.65,4,7,2,0,43,24,49,2,9,0,0,49,28,39,6.77,89.02,9,26,15,燃气,77,信号,95,停车,72,75,10,58.79,81,12,39,7,103,89,44,11,45,25,51.21
515,"2022-07-25",A1镇,3,920,722,198,41,59,261.83,49.9,42,82,44,174,152,193,401,18,20,13,64,144,383,393,4.3,90.09,9,34,162,扰民,625,供电,806,排水,685,896,21,98.52,69,392,459,108,407,37,581,18,245,19,71.41
516,"2022-07-25",B1镇,3,569,428,141,21,47,164.39,31.42,6,36,3,181,126,238,24,33,8,13,49,254,112,203,0.65,73.89,12,12,63,卫生,350,维修,560,快递,182,469,25,51.56,250,202,243,227,127,18,287,92,330,63,42.03
517,"2022-07-26",A市,1,285,252,33,45,27,58.14,56.41,74,3,4,112,82,13,78,15,17,3,17,176,45,64,16.62,44.72,17,11,5,噪音,190,绿化,170,外卖,284,48,220,94.41,22,116,27,32,244,233,34,7,49,20,86.35
518,"2022-07-26",B市,1,419,359,60,44,4,174.81,98.88,58,9,3,42,148,127,102,11,24,0,10,69,48,302,4.27,79.82,19,270,32,噪音,399,噪音,179,信号,134,170,57,94.37,215,76,9,158,41,0,164,75,215,137,17.0
519,"2022-07-26",A县,2,611,553,58,56,2,81.41,90.25,74,23,15,242,134,41,194,31,56,1,11,10,274,327,6.12,67.99,10,427,67,信号,541,停电,513,维修,440,352,104,73.11,5,518,499,101,44,33,265,17,274,112,29.37
520,"2022-07-26",B县,2,776,628,148,291,30,259.2,55.23,82,55,9,212,155,158,251,72,15,9,10,363,14,399,5.6,93.62,10,481,125,噪音,750,电梯,98,信号,429,586,177,14.76,331,245,77,327,426,27,372,185,23,13,63.7
521,"2022-07-26",A1镇,3,356,280,76,142,10,47.55,68.16,47,9,5,119,58,89,90,18,10,15,26,97,233,26,3.1,50.06,13,266,27,供暖,109,停车,334,电梯,175,192,64,42.96,48,28,20,69,267,11,119,146,238,101,34.17
522,"2022-07-26",B1镇,3,746,561,185,173,2,150.69,73.77,108,32,32,222,114,195,215,21,59,24,48,109,297,340,13.26,56.23,13,353,26,施工,733,燃气,114,垃圾,563,372,294,79.51,457,111,182,84,369,276,367,66,320,22,99.53
523,"2022-07-27",A市,1,935,772,163,298,43,264.49,90.47,63,61,5,158,99,353,325,20,44,9,47,672,137,126,5.03,56.44,4,638,88,污染,769,卫生,398,信号,922,696,45,90.58,226,549,717,265,353,270,113,82,456,311,13.03
524,"2022-07-27",B市,1,415,375,40,189,2,117.5,34.69,18,31,14,211,16,37,151,40,17,16,4,84,220,111,8.59,95.7,15,55,22,扰民,288,噪音,386,安全,266,363,48,31.81,18,26,37,30,361,338,290,80,351,84,35.01
525,"2022-07-27",A县,2,509,462,47,130,49,230.21,59.94,41,34,9,178,171,27,133,47,40,7,17,209,252,48,8.44,91.64,10,321,48,物业,319,宽带,248,污染,71,452,34,37.98,72,59,23,24,146,47,256,31,271,210,31.06
526,"2022-07-27",B县,2,495,419,76,90,40,84.61,57.99,19,12,8,49,272,37,137,48,6,12,20,271,205,19,19.87,74.94,13,161,86,漏水,229,维修,321,垃圾,289,172,169,63.09,50,39,37,14,1,1,400,4,3,0,21.45
527,"2022-07-27",A1镇,3,324,323,1,51,6,62.38,46.52,80,22,6,77,91,61,95,16,12,10,8,192,5,127,5.99,34.51,4,126,55,污染,310,供电,311,停电,243,313,4,54.78,30,173,138,146,204,69,77,64,58,32,40.73
528,"2022-07-27",B1镇,3,815,713,102,180,68,187.62,43.06,0,0,13,276,308,231,0,4,62,30,64,192,153,470,7.4,54.02,10,217,53,漏水,491,施工,687,排水,687,354,340,49.8,124,542,602,13,441,108,107,432,422,84,35.13
529,"2022-07-28",A市,1,292,274,18,124,18,249.92,61.76,45,6,4,163,7,105,17,29,6,4,10,126,71,95,5.68,35.31,8,7,33,信号,182,停车,139,噪音,194,235,23,51.42,40,46,72,28,27,16,120,63,181,109,36.33
530,"2022-07-28",B市,1,190,186,4,19,11,54.84,39.2,47,13,9,13,92,51,34,11,15,6,18,59,60,71,19.46,69.3,11,77,12,施工,96,噪音,114,违建,46,164,15,48.59,14,51,65,55,99,19,154,18,55,44,59.83
531,"2022-07-28",A县,2,584,564,20,46,17,248.78,95.86,89,47,15,24,176,144,240,58,35,12,47,252,224,108,1.87,64.9,1,459,94,漏水,492,信号,242,交通,514,268,298,43.77,416,121,485,245,32,17,310,194,531,163,89.18
532,"2022-07-28",B县,2,780,598,182,69,42,30.09,85.83,22,1,28,180,83,491,26,40,70,17,68,214,451,115,7.46,83.62,2,281,104,物业,416,维修,659,漏水,593,90,413,29.18,50,329,225,56,539,240,163,252,398,217,17.72
533,"2022-07-28",A1镇,3,392,313,79,42,26,261.91,95.95,75,39,18,154,178,37,23,10,1,3,19,118,273,1,2.73,36.04,2,213,9,外卖,320,违建,192,维修,143,76,186,48.63,11,290,129,87,206,84,158,113,18,16,29.26
534,"2022-07-28",B1镇,3,998,781,217,56,24,76.32,76.74,141,38,31,97,352,435,114,80,9,32,32,471,513,14,8.07,99.62,11,277,36,供暖,923,外卖,483,噪音,680,619,18,12.56,79,472,291,131,514,185,563,33,424,322,53.89
535,"2022-07-29",A市,1,463,378,85,106,41,53.77,90.43,47,21,3,117,145,127,74,41,34,0,1,356,36,71,1.5,57.25,17,29,20,物业,204,快递,337,污染,421,397,44,85.22,302,31,104,135,311,100,271,8,368,219,34.51
536,"2022-07-29",B市,1,887,791,96,97,21,119.13,90.08,100,75,23,240,129,263,255,35,23,33,68,262,411,214,2.13,70.93,14,260,54,燃气,877,道路,845,安全,121,81,397,67.02,173,15,95,107,686,588,751,39,496,490,48.39
537,"2022-07-29",A县,2,823,790,33,207,27,140.59,90.62,226,59,5,338,227,185,73,73,74,2,45,507,102,214,17.7,62.84,1,770,40,漏水,697,信号,663,扰民,553,773,20,49.7,10,398,232,45,15,11,417,155,470,175,35.06
538,"2022-07-29",B县,2,431,393,38,32,10,110.22,78.6,65,42,20,95,221,26,89,13,14,16,24,189,140,102,7.41,81.46,7,341,49,维修,169,路灯,254,电梯,205,124,165,95.96,31,84,98,61,137,106,45,294,217,18,86.17
539,"2022-07-29",A1镇,3,615,607,8,221,21,95.95,92.93,85,38,2,108,186,144,177,43,47,2,15,263,95,257,18.13,31.09,1,393,2,宽带,417,消防,226,供电,527,103,456,49.74,215,152,161,92,565,213,553,42,276,182,53.49
540,"2022-07-29",B1镇,3,352,343,9,75,22,218.4,78.7,99,15,6,46,127,99,80,29,11,1,8,211,36,105,11.14,56.56,7,261,34,排水,177,路灯,136,燃气,178,74,26,94.94,61,251,35,146,46,20,123,169,321,295,28.89
541,"2022-07-30",A市,1,512,417,95,164,46,112.53,47.38,33,6,22,130,114,49,219,39,19,13,13,178,206,128,2.59,90.9,19,134,63,路灯,425,物业,384,垃圾,149,213,22,34.79,137,244,50,212,203,31,178,119,280,5,71.45
542,"2022-07-30",B市,1,891,890,1,443,85,37.0,99.56,64,19,15,291,209,118,273,6,52,43,60,339,524,28,12.01,69.07,11,89,2,燃气,785,信号,111,漏水,441,463,159,40.71,230,70,188,262,575,493,245,362,845,273,98.62
543,"2022-07-30",A县,2,394,362,32,176,34,10.02,43.45,64,24,19,34,170,184,6,29,19,14,30,260,15,119,15.86,64.87,4,68,10,信号,338,网络,386,漏水,304,289,47,36.84,172,156,218,123,316,262,0,273,324,162,17.98
544,"2022-07-30",B县,2,494,490,4,93,5,277.19,67.35,89,10,14,66,171,118,139,19,3,23,4,191,147,156,16.01,52.98,16,143,77,交通,253,道路,407,维修,413,445,3,88.0,103,101,190,90,35,8,273,124,442,416,33.95
545,"2022-07-30",A1镇,3,959,878,81,455,45,202.94,95.97,262,27,33,243,279,113,324,17,68,38,41,313,295,351,13.17,51.99,20,491,173,消防,738,施工,356,外卖,461,745,214,87.68,137,675,494,676,190,132,397,280,261,94,42.09
546,"2022-07-30",B1镇,3,211,205,6,94,0,253.75,60.26,53,20,2,53,60,80,18,20,7,9,2,20,98,93,9.87,70.15,3,46,5,停电,119,快递,135,噪音,198,197,12,74.11,0,32,0,28,128,104,172,21,91,37,25.6
547,"2022-07-31",A市,1,519,433,86,158,50,96.53,42.75,16,16,13,163,248,49,59,38,14,9,6,83,275,161,10.86,90.92,10,297,0,污染,238,噪音,471,噪音,506,369,148,77.65,162,56,202,203,388,123,228,115,73,51,19.46
548,"2022-07-31",B市,1,273,224,49,28,23,131.86,34.26,44,19,3,9,81,151,32,2,7,12,17,34,170,69,9.66,59.89,1,81,33,供水,66,违建,164,污染,257,53,47,91.3,79,25,58,75,139,26,48,1,65,44,49.21
549,"2022-07-31",A县,2,970,736,234,240,26,283.91,63.99,123,35,13,120,299,149,402,58,86,24,20,200,330,440,5.15,56.0,15,549,10,污染,180,噪音,639,排水,324,899,71,27.33,207,303,498,228,686,150,284,283,629,62,48.87
550,"2022-07-31",B县,2,113,89,24,28,0,221.2,46.56,1,2,4,34,11,19,49,4,10,5,1,44,44,25,11.69,74.58,9,0,2,安全,50,电梯,107,物业,55,47,44,11.53,8,40,20,4,38,25,46,2,44,44,71.42
551,"2022-07-31",A1镇,3,673,558,115,2,55,228.03,38.48,12,57,32,171,149,179,174,4,58,6,3,341,68,264,12.09,33.21,12,139,20,电梯,89,交通,229,施工,149,670,0,71.19,108,565,217,344,167,165,382,171,361,319,88.42
552,"2022-07-31",B1镇,3,301,266,35,39,12,119.48,90.84,37,0,1,91,59,98,53,27,24,12,11,115,95,91,10.32,65.43,12,259,23,消防,59,物业,153,施工,104,203,44,73.61,117,1,99,5,89,62,127,52,183,118,72.38
553,"2022-08-01",A市,1,726,572,154,330,68,115.78,32.07,164,23,31,187,66,180,293,31,23,25,13,16,448,262,14.32,93.46,8,336,55,噪音,615,卫生,297,噪音,321,568,63,85.53,283,197,357,246,466,67,476,58,322,4,96.05
554,"2022-08-01",B市,1,158,129,29,29,8,241.06,51.11,37,9,4,41,36,35,46,9,15,1,4,8,77,73,2.3,65.72,1,27,5,排水,115,噪音,40,卫生,110,59,61,28.25,6,150,43,31,1,1,26,2,55,48,65.54
555,"2022-08-01",A县,2,925,771,154,289,92,246.04,95.75,130,26,30,284,266,136,239,43,25,29,61,347,345,233,10.5,76.96,3,401,103,交通,171,噪音,605,安全,547,58,766,66.91,461,277,92,394,701,248,540,60,75,34,81.88
556,"2022-08-01",B县,2,327,297,30,16,19,296.83,81.07,2,10,12,10,112,129,76,28,23,13,2,142,117,68,3.8,74.23,16,90,14,违建,237,交通,317,噪音,107,114,38,73.24,164,26,39,140,161,96,294,2,175,90,97.38
557,"2022-08-01",A1镇,3,308,270,38,147,28,210.57,85.34,57,29,10,196,65,29,18,21,9,4,0,118,58,132,3.91,63.0,17,172,6,污染,79,维修,175,漏水,79,236,55,57.77,96,114,152,82,55,14,141,127,229,217,83.73
558,"2022-08-01",B1镇,3,217,179,38,81,1,215.88,60.25,21,4,5,63,58,37,59,12,19,2,16,70,72,75,13.97,94.86,20,129,23,绿化,149,垃圾,39,电梯,29,178,13,36.51,0,28,5,10,29,25,20,53,84,18,42.78
559,"2022-08-02",A市,1,364,322,42,88,0,295.89,97.96,49,22,13,1,151,26,186,15,21,16,24,124,143,97,17.68,86.6,7,219,40,扰民,42,交通,126,快递,44,239,11,10.84,8,94,13,17,91,67,158,79,222,11,65.65
560,"2022-08-02",B市,1,793,764,29,69,63,160.26,49.11,83,33,3,230,44,257,262,7,53,39,19,495,101,197,6.84,30.94,11,340,30,供暖,640,供电,286,快递,316,178,172,37.63,10,10,11,7,429,159,542,8,736,591,92.11
561,"2022-08-02",A县,2,869,791,78,371,11,153.54,70.45,60,47,41,209,198,222,240,23,70,15,83,360,163,346,10.52,75.05,10,423,109,扰民,137,宽带,371,排水,410,272,89,92.94,331,249,320,124,712,270,317,157,370,343,75.53
562,"2022-08-02",B县,2,581,561,20,67,14,210.45,64.13,150,43,12,164,326,87,4,39,15,8,57,109,309,163,16.83,77.14,13,531,84,信号,159,供水,421,停电,437,477,82,25.39,57,288,273,274,242,1,110,139,279,155,88.23
563,"2022-08-02",A1镇,3,725,619,106,249,41,42.99,60.91,2,4,30,110,256,70,289,59,23,21,1,133,524,68,8.99,69.12,9,522,118,施工,475,停电,717,电梯,177,550,108,78.45,94,187,112,70,10,5,16,533,14,0,71.56
564,"2022-08-02",B1镇,3,209,185,24,85,20,203.35,35.73,14,18,0,64,34,47,64,17,10,9,20,68,71,70,15.63,39.67,16,65,12,信号,151,维修,73,扰民,42,43,137,94.75,15,40,27,25,112,23,155,18,46,0,41.95
565,"2022-08-03",A市,1,447,407,40,99,27,187.85,35.83,51,16,17,60,76,232,79,16,28,21,32,163,113,171,19.46,87.62,15,179,12,电梯,270,卫生,181,网络,318,20,230,64.49,75,126,171,147,52,33,187,195,101,67,22.25
566,"2022-08-03",B市,1,327,321,6,112,5,223.0,52.5,10,23,14,87,31,129,80,7,8,8,1,137,133,57,19.9,62.81,3,280,33,绿化,46,排水,77,漏水,243,39,262,45.29,50,91,27,129,319,55,253,53,202,84,31.65
567,"2022-08-03",A县,2,238,208,30,115,2,23.0,98.1,7,8,7,76,78,1,83,10,15,0,4,142,56,40,6.66,85.82,5,154,47,供电,46,消防,64,供暖,41,143,65,16.59,29,27,45,20,80,31,87,34,24,5,26.15
568,"2022-08-03",B县,2,656,598,58,259,58,26.92,63.21,37,9,9,107,137,201,211,44,13,10,34,205,97,354,15.3,44.57,16,0,78,信号,602,电梯,220,噪音,173,463,159,11.13,2,2,2,2,136,115,502,88,224,170,77.52
569,"2022-08-03",A1镇,3,220,176,44,11,2,227.62,32.27,11,7,5,22,59,54,85,13,1,8,10,80,102,38,0.55,99.66,5,10,35,路灯,91,物业,151,施工,217,133,16,61.16,139,19,46,96,100,47,134,35,125,10,51.57
570,"2022-08-03",B1镇,3,535,431,104,189,21,74.78,36.55,69,50,1,245,205,83,2,25,11,7,39,312,88,135,5.85,48.83,2,19,95,供暖,405,信号,388,卫生,353,259,130,60.58,65,18,52,35,315,95,12,5,281,149,54.02
571,"2022-08-04",A市,1,608,608,0,30,58,235.31,95.67,161,27,4,146,141,158,163,3,9,23,1,191,335,82,1.96,67.17,20,85,11,路灯,158,绿化,311,交通,532,12,326,99.67,55,333,138,291,539,242,302,227,287,79,74.96
572,"2022-08-04",B市,1,727,556,171,268,37,264.17,62.31,137,11,24,59,202,180,286,54,61,30,23,81,328,318,2.01,36.98,5,496,139,施工,565,噪音,257,物业,334,42,374,89.7,124,210,310,0,531,94,44,89,505,203,11.89
573,"2022-08-04",A县,2,246,201,45,57,4,247.75,32.93,51,0,1,23,162,30,31,16,15,10,14,99,54,93,5.74,99.09,7,8,42,安全,69,宽带,113,路灯,95,111,134,55.96,144,6,141,79,75,33,186,11,85,78,89.75
574,"2022-08-04",B县,2,110,104,6,25,10,182.14,70.88,9,6,2,36,48,5,21,5,1,5,8,8,77,25,9.68,69.25,11,62,18,噪音,89,漏水,28,交通,28,102,5,97.56,28,51,24,9,22,6,15,64,79,57,84.6
575,"2022-08-04",A1镇,3,435,415,20,184,3,231.47,90.99,61,40,10,121,65,119,130,16,26,2,33,282,93,60,10.98,71.03,15,184,26,停车,262,扰民,270,信号,173,172,237,15.19,39,1,19,7,2,2,303,87,138,104,74.72
576,"2022-08-04",B1镇,3,797,758,39,209,19,230.49,76.96,172,13,20,247,26,245,279,2,49,7,6,66,653,78,11.35,42.43,2,214,156,消防,229,施工,147,排水,796,445,121,79.96,134,368,189,202,121,38,60,39,513,449,51.72
577,"2022-08-05",A市,1,611,546,65,167,19,162.38,57.56,104,48,4,183,208,68,152,9,49,20,51,40,213,358,0.9,38.48,4,271,119,污染,282,燃气,70,信号,313,487,11,87.52,285,179,18,91,371,313,460,27,221,182,42.35
578,"2022-08-05",B市,1,967,839,128,118,31,221.4,86.44,79,68,39,63,493,223,188,15,71,7,47,8,82,877,4.93,67.57,19,822,77,卫生,951,交通,257,燃气,187,188,542,88.32,97,130,127,59,690,151,722,60,328,44,13.68
579,"2022-08-05",A县,2,640,520,120,116,33,43.09,36.83,94,64,14,208,284,104,44,12,63,16,2,87,139,414,7.99,31.87,3,106,66,绿化,102,维修,360,道路,87,456,123,58.43,147,166,283,73,77,32,220,135,368,40,99.34
580,"2022-08-05",B县,2,893,721,172,437,23,15.36,97.0,169,0,21,169,421,89,214,5,59,35,46,195,145,553,17.45,75.7,15,66,101,扰民,141,违建,590,电梯,220,822,5,90.51,387,365,50,583,593,270,581,24,267,8,86.48
581,"2022-08-05",A1镇,3,949,893,56,1,10,285.2,43.19,262,3,6,19,21,514,395,60,46,16,79,511,64,374,8.55,82.08,13,652,65,安全,386,信号,682,供水,704,510,198,72.42,120,188,293,280,845,304,738,33,758,316,52.33
582,"2022-08-05",B1镇,3,175,161,14,30,15,216.36,95.83,3,11,6,37,10,86,42,6,15,2,3,41,69,65,2.28,65.89,5,108,5,供电,107,扰民,62,供暖,65,146,6,16.22,84,42,5,123,35,31,56,61,103,97,33.63
583,"2022-08-06",A市,1,653,593,60,34,24,245.74,32.8,53,32,30,9,312,327,5,63,29,8,17,249,255,149,9.28,70.48,16,155,19,交通,567,漏水,280,扰民,309,319,93,83.49,532,3,384,95,395,326,417,77,526,175,82.47
584,"2022-08-06",B市,1,198,173,25,21,7,27.78,92.62,39,0,8,4,26,125,43,1,10,2,12,109,21,68,7.66,53.15,7,58,13,物业,147,噪音,124,供暖,146,32,14,18.08,10,17,26,13,65,8,69,41,4,3,57.65
585,"2022-08-06",A县,2,339,263,76,52,24,17.68,37.48,34,8,11,126,96,22,95,26,14,16,20,26,138,175,6.84,88.42,8,156,61,违建,257,噪音,69,漏水,87,311,27,19.77,5,2,2,7,48,39,92,79,247,223,57.49
586,"2022-08-06",B县,2,816,636,180,244,29,60.27,49.55,140,26,20,310,44,241,221,36,35,26,55,270,264,282,6.29,42.95,9,499,23,快递,418,维修,577,道路,658,536,274,33.92,428,380,128,250,64,32,623,10,494,344,80.2
