"md_id","busi_time","sub_name","assess_cnt","satisfaction_one_cnt","satisfaction_two_cnt","satisfaction_three_cnt","satisfaction_four_cnt","satisfaction_five_cnt","satisfaction_zero_cnt"
1808,"2023-04-27",交通运输,135,5,8,44,71,7,0
1809,"2023-04-27",农林牧渔,153,2,9,43,87,10,2
1810,"2023-04-28",科教文体,405,5,23,120,232,22,3
1811,"2023-04-28",公卫医疗,44,1,3,16,24,0,0
1812,"2023-04-28",城乡建设,169,0,12,42,108,5,2
1813,"2023-04-28",交通运输,105,1,7,29,56,11,1
1814,"2023-04-28",农林牧渔,243,2,19,80,129,10,3
1815,"2023-04-29",科教文体,598,12,52,173,329,27,5
1816,"2023-04-29",公卫医疗,615,13,41,202,323,29,7
1817,"2023-04-29",城乡建设,139,5,11,36,76,11,0
1818,"2023-04-29",交通运输,27,0,1,11,14,1,0
1819,"2023-04-29",农林牧渔,340,5,26,118,171,13,7
1820,"2023-04-30",科教文体,268,3,20,89,135,17,4
1821,"2023-04-30",公卫医疗,71,2,7,19,38,2,3
1822,"2023-04-30",城乡建设,125,3,9,35,68,8,2
1823,"2023-04-30",交通运输,39,0,1,11,26,1,0
1824,"2023-04-30",农林牧渔,405,11,26,114,219,27,8
1825,"2023-05-01",科教文体,598,14,44,166,341,26,7
1826,"2023-05-01",公卫医疗,14,0,2,5,6,1,0
1827,"2023-05-01",城乡建设,476,9,32,138,272,24,1
1828,"2023-05-01",交通运输,12,1,0,2,6,3,0
1829,"2023-05-01",农林牧渔,283,4,18,92,156,12,1
1830,"2023-05-02",科教文体,243,4,16,70,141,12,0
1831,"2023-05-02",公卫医疗,468,10,39,132,256,28,3
1832,"2023-05-02",城乡建设,601,12,42,200,318,22,7
1833,"2023-05-02",交通运输,286,5,15,100,147,16,3
1834,"2023-05-02",农林牧渔,187,4,21,50,106,5,1
1835,"2023-05-03",科教文体,42,1,0,8,32,1,0
1836,"2023-05-03",公卫医疗,72,1,2,24,39,6,0
1837,"2023-05-03",城乡建设,88,1,2,33,46,4,2
1838,"2023-05-03",交通运输,73,1,4,23,44,1,0
1839,"2023-05-03",农林牧渔,431,10,30,145,225,18,3
1840,"2023-05-04",科教文体,230,7,16,77,113,14,3
1841,"2023-05-04",公卫医疗,507,5,35,151,287,22,7
1842,"2023-05-04",城乡建设,353,7,19,119,186,17,5
1843,"2023-05-04",交通运输,354,6,25,104,194,22,3
1844,"2023-05-04",农林牧渔,230,6,22,67,125,7,3
1845,"2023-05-05",科教文体,374,7,26,95,228,15,3
1846,"2023-05-05",公卫医疗,50,1,2,12,31,3,1
1847,"2023-05-05",城乡建设,164,5,8,53,87,8,3
1848,"2023-05-05",交通运输,764,13,51,240,416,38,6
1849,"2023-05-05",农林牧渔,624,13,41,212,324,30,4
1850,"2023-05-06",科教文体,270,4,16,86,151,12,1
1851,"2023-05-06",公卫医疗,138,5,13,45,63,9,3
1852,"2023-05-06",城乡建设,490,13,27,163,261,18,8
1853,"2023-05-06",交通运输,365,6,27,96,217,13,6
1854,"2023-05-06",农林牧渔,65,2,3,22,36,2,0
1855,"2023-05-07",科教文体,54,4,1,22,24,3,0
1856,"2023-05-07",公卫医疗,910,14,62,266,514,48,6
1857,"2023-05-07",城乡建设,171,3,15,47,93,11,2
1858,"2023-05-07",交通运输,323,8,23,101,176,13,2
1859,"2023-05-07",农林牧渔,12,0,1,1,10,0,0
1860,"2023-05-08",科教文体,203,3,19,63,105,12,1
1861,"2023-05-08",公卫医疗,95,3,5,28,56,3,0
1862,"2023-05-08",城乡建设,362,10,29,101,192,26,4
1863,"2023-05-08",交通运输,720,13,52,228,383,35,9
1864,"2023-05-08",农林牧渔,6,0,0,2,4,0,0
1865,"2023-05-09",科教文体,173,5,12,48,98,9,1
1866,"2023-05-09",公卫医疗,465,7,26,144,258,24,6
1867,"2023-05-09",城乡建设,980,17,80,298,522,49,14
1868,"2023-05-09",交通运输,153,1,9,56,75,12,0
1869,"2023-05-09",农林牧渔,47,3,2,9,29,3,1
1870,"2023-05-10",科教文体,42,0,3,9,28,2,0
1871,"2023-05-10",公卫医疗,641,13,55,203,332,29,9
1872,"2023-05-10",城乡建设,179,7,10,46,110,6,0
1873,"2023-05-10",交通运输,180,0,12,56,98,10,4
1874,"2023-05-10",农林牧渔,247,6,22,73,131,13,2
1875,"2023-05-11",科教文体,327,5,14,90,203,12,3
1876,"2023-05-11",公卫医疗,430,11,29,129,229,26,6
1877,"2023-05-11",城乡建设,836,17,50,263,458,39,9
1878,"2023-05-11",交通运输,61,3,3,14,37,3,1
1879,"2023-05-11",农林牧渔,693,13,52,206,378,39,5
1880,"2023-05-12",科教文体,91,1,6,28,50,4,2
1881,"2023-05-12",公卫医疗,190,4,14,56,104,11,1
1882,"2023-05-12",城乡建设,820,13,53,270,431,46,7
1883,"2023-05-12",交通运输,37,1,1,13,19,2,1
1884,"2023-05-12",农林牧渔,115,2,5,32,72,3,1
1885,"2023-05-13",科教文体,217,5,24,59,117,11,1
1886,"2023-05-13",公卫医疗,107,0,8,37,54,7,1
1887,"2023-05-13",城乡建设,1120,13,84,361,593,59,10
1888,"2023-05-13",交通运输,249,4,20,80,129,10,6
1889,"2023-05-13",农林牧渔,150,1,11,53,78,7,0
1890,"2023-05-14",科教文体,47,1,3,15,27,1,0
1891,"2023-05-14",公卫医疗,1482,24,111,424,836,76,11
1892,"2023-05-14",城乡建设,151,4,11,37,88,10,1
1893,"2023-05-14",交通运输,110,1,5,26,72,4,2
1894,"2023-05-14",农林牧渔,100,1,7,28,57,3,4
1895,"2023-05-15",科教文体,25,0,1,8,14,2,0
1896,"2023-05-15",公卫医疗,298,14,17,90,161,15,1
1897,"2023-05-15",城乡建设,94,2,5,31,51,5,0
1898,"2023-05-15",交通运输,60,1,7,20,29,2,1
1899,"2023-05-15",农林牧渔,1237,25,78,377,683,60,14
1900,"2023-05-16",科教文体,42,1,3,8,27,3,0
1901,"2023-05-16",公卫医疗,237,1,12,87,115,21,1
1902,"2023-05-16",城乡建设,1435,22,118,437,786,58,14
1903,"2023-05-16",交通运输,4,0,0,1,3,0,0
1904,"2023-05-16",农林牧渔,175,3,13,50,98,8,3
1905,"2023-05-17",科教文体,45,0,2,13,27,3,0
1906,"2023-05-17",公卫医疗,536,9,40,138,324,20,5
1907,"2023-05-17",城乡建设,129,3,13,33,72,7,1
1908,"2023-05-17",交通运输,1114,11,61,337,633,63,9
1909,"2023-05-17",农林牧渔,167,5,7,48,93,11,3
1910,"2023-05-18",科教文体,476,6,36,140,264,23,7
1911,"2023-05-18",公卫医疗,35,1,3,14,14,2,1
1912,"2023-05-18",城乡建设,487,10,30,150,270,24,3
1913,"2023-05-18",交通运输,303,7,19,95,161,19,2
1914,"2023-05-18",农林牧渔,770,14,45,244,427,36,4
1915,"2023-05-19",科教文体,160,2,15,54,77,10,2
1916,"2023-05-19",公卫医疗,44,1,4,14,23,2,0
1917,"2023-05-19",城乡建设,80,2,3,23,45,6,1
1918,"2023-05-19",交通运输,34,0,1,10,22,1,0
1919,"2023-05-19",农林牧渔,311,7,22,87,175,15,5
1920,"2023-05-20",科教文体,223,1,17,67,130,7,1
1921,"2023-05-20",公卫医疗,856,18,56,258,461,55,8
1922,"2023-05-20",城乡建设,146,3,21,47,68,5,2
1923,"2023-05-20",交通运输,4,0,0,3,1,0,0
1924,"2023-05-20",农林牧渔,84,1,3,31,46,2,1
1925,"2023-05-21",科教文体,166,4,17,46,94,4,1
1926,"2023-05-21",公卫医疗,377,10,34,106,211,14,2
1927,"2023-05-21",城乡建设,106,2,9,37,54,4,0
1928,"2023-05-21",交通运输,532,10,31,154,304,23,10
1929,"2023-05-21",农林牧渔,797,18,57,231,445,34,12
1930,"2023-05-22",科教文体,92,1,10,30,49,2,0
1931,"2023-05-22",公卫医疗,203,3,15,61,108,14,2
1932,"2023-05-22",城乡建设,33,1,2,10,19,1,0
1933,"2023-05-22",交通运输,196,8,21,55,101,10,1
1934,"2023-05-22",农林牧渔,336,5,29,109,178,14,1
1935,"2023-05-23",科教文体,314,8,17,96,176,17,0
1936,"2023-05-23",公卫医疗,170,2,14,52,90,12,0
1937,"2023-05-23",城乡建设,244,3,21,59,147,12,2
1938,"2023-05-23",交通运输,844,16,53,237,495,30,13
1939,"2023-05-23",农林牧渔,416,11,27,118,233,22,5
1940,"2023-05-24",科教文体,52,2,5,14,26,4,1
1941,"2023-05-24",公卫医疗,751,13,62,221,408,38,9
1942,"2023-05-24",城乡建设,17,1,1,6,6,3,0
1943,"2023-05-24",交通运输,351,6,36,102,186,17,4
1944,"2023-05-24",农林牧渔,624,8,41,175,361,30,9
1945,"2023-05-25",科教文体,1404,29,90,449,764,59,13
1946,"2023-05-25",公卫医疗,207,4,18,53,119,9,4
1947,"2023-05-25",城乡建设,226,4,10,71,130,8,3
1948,"2023-05-25",交通运输,24,0,0,10,14,0,0
1949,"2023-05-25",农林牧渔,174,1,9,60,94,9,1
1950,"2023-05-26",科教文体,215,8,15,57,120,12,3
1951,"2023-05-26",公卫医疗,134,3,13,40,73,5,0
1952,"2023-05-26",城乡建设,357,7,28,97,204,16,5
1953,"2023-05-26",交通运输,265,4,16,71,157,13,4
1954,"2023-05-26",农林牧渔,661,15,39,189,376,34,8
1955,"2023-05-27",科教文体,377,10,19,110,214,21,3
1956,"2023-05-27",公卫医疗,194,3,11,47,122,8,3
1957,"2023-05-27",城乡建设,36,0,2,10,22,2,0
1958,"2023-05-27",交通运输,296,9,20,91,155,18,3
1959,"2023-05-27",农林牧渔,7,0,0,3,3,1,0
1960,"2023-05-28",科教文体,75,0,3,27,43,1,1
1961,"2023-05-28",公卫医疗,245,3,23,59,145,12,3
1962,"2023-05-28",城乡建设,483,6,35,141,279,17,5
1963,"2023-05-28",交通运输,562,12,43,166,299,40,2
1964,"2023-05-28",农林牧渔,290,5,24,85,160,14,2
1965,"2023-05-29",科教文体,895,18,71,248,494,51,13
1966,"2023-05-29",公卫医疗,371,5,30,102,212,18,4
1967,"2023-05-29",城乡建设,312,3,23,99,170,13,4
1968,"2023-05-29",交通运输,223,13,19,51,130,9,1
1969,"2023-05-29",农林牧渔,66,0,6,21,38,1,0
1970,"2023-05-30",科教文体,12,0,2,2,8,0,0
1971,"2023-05-30",公卫医疗,1053,19,84,315,564,59,12
1972,"2023-05-30",城乡建设,148,1,11,44,88,4,0
1973,"2023-05-30",交通运输,354,8,17,108,199,20,2
1974,"2023-05-30",农林牧渔,526,10,39,172,272,29,4
1975,"2023-05-31",科教文体,130,4,7,39,74,5,1
1976,"2023-05-31",公卫医疗,327,10,22,92,185,15,3
1977,"2023-05-31",城乡建设,117,3,10,29,64,9,2
1978,"2023-05-31",交通运输,17,0,0,4,12,0,1
1979,"2023-05-31",农林牧渔,30,0,1,12,17,0,0
1980,"2023-06-01",科教文体,112,2,11,33,58,8,0
1981,"2023-06-01",公卫医疗,473,8,22,139,274,25,5
1982,"2023-06-01",城乡建设,629,10,46,190,343,34,6
1983,"2023-06-01",交通运输,56,0,5,24,24,3,0
1984,"2023-06-01",农林牧渔,592,12,40,178,333,23,6
1985,"2023-06-02",科教文体,322,6,22,98,178,15,3
1986,"2023-06-02",公卫医疗,107,3,10,28,60,5,1
1987,"2023-06-02",城乡建设,237,2,22,78,117,15,3
1988,"2023-06-02",交通运输,79,1,4,29,40,4,1
1989,"2023-06-02",农林牧渔,174,7,9,67,85,6,0
1990,"2023-06-03",科教文体,746,13,53,213,417,38,12
1991,"2023-06-03",公卫医疗,381,8,25,110,212,25,1
1992,"2023-06-03",城乡建设,46,0,1,15,25,4,1
1993,"2023-06-03",交通运输,389,5,21,124,217,19,3
1994,"2023-06-03",农林牧渔,185,6,14,53,104,7,1
1995,"2023-06-04",科教文体,182,3,11,58,99,10,1
1996,"2023-06-04",公卫医疗,187,3,21,51,98,10,4
1997,"2023-06-04",城乡建设,101,2,13,34,51,1,0
1998,"2023-06-04",交通运输,249,4,13,71,151,8,2
1999,"2023-06-04",农林牧渔,153,4,11,45,83,8,2
2000,"2023-06-05",科教文体,130,3,13,40,67,7,0
2001,"2023-06-05",公卫医疗,232,2,20,75,118,12,5
2002,"2023-06-05",城乡建设,26,0,3,7,13,3,0
2003,"2023-06-05",交通运输,481,11,30,158,251,26,5
2004,"2023-06-05",农林牧渔,206,5,14,68,110,8,1
2005,"2023-06-06",科教文体,39,2,2,17,16,2,0
2006,"2023-06-06",公卫医疗,462,11,35,131,256,19,10
2007,"2023-06-06",城乡建设,148,6,11,53,73,4,1
2008,"2023-06-06",交通运输,104,6,7,33,55,1,2
2009,"2023-06-06",农林牧渔,167,1,14,40,98,13,1
2010,"2023-06-07",科教文体,1222,21,81,370,672,64,14
2011,"2023-06-07",公卫医疗,137,3,11,41,72,9,1
2012,"2023-06-07",城乡建设,35,0,5,8,18,4,0
2013,"2023-06-07",交通运输,36,1,0,11,22,2,0
2014,"2023-06-07",农林牧渔,901,10,68,263,496,57,7
2015,"2023-06-08",科教文体,569,12,46,165,314,27,5
2016,"2023-06-08",公卫医疗,55,2,3,18,32,0,0
2017,"2023-06-08",城乡建设,175,5,12,52,96,10,0
2018,"2023-06-08",交通运输,85,2,8,31,40,3,1
2019,"2023-06-08",农林牧渔,231,4,19,62,131,15,0
2020,"2023-06-09",科教文体,308,11,26,86,159,21,5
2021,"2023-06-09",公卫医疗,25,0,1,6,17,0,1
2022,"2023-06-09",城乡建设,237,2,17,70,136,11,1
2023,"2023-06-09",交通运输,261,7,24,70,141,15,4
2024,"2023-06-09",农林牧渔,1,0,0,0,1,0,0
2025,"2023-06-10",科教文体,488,9,34,150,261,30,4
2026,"2023-06-10",公卫医疗,81,1,8,21,44,5,2
2027,"2023-06-10",城乡建设,457,6,29,146,243,26,7
2028,"2023-06-10",交通运输,743,22,62,226,405,24,4
2029,"2023-06-10",农林牧渔,74,1,7,28,33,4,1
2030,"2023-06-11",科教文体,281,8,15,90,152,12,4
2031,"2023-06-11",公卫医疗,74,1,5,17,44,7,0
2032,"2023-06-11",城乡建设,403,9,31,108,231,19,5
2033,"2023-06-11",交通运输,379,9,26,109,209,21,5
2034,"2023-06-11",农林牧渔,14,0,1,4,8,0,1
2035,"2023-06-12",科教文体,156,6,13,44,84,8,1
2036,"2023-06-12",公卫医疗,256,4,22,83,134,12,1
2037,"2023-06-12",城乡建设,742,18,52,226,401,35,10
2038,"2023-06-12",交通运输,292,7,16,98,154,15,2
2039,"2023-06-12",农林牧渔,396,6,26,109,238,11,6
2040,"2023-06-13",科教文体,42,1,4,13,23,1,0
2041,"2023-06-13",公卫医疗,373,8,18,118,210,16,3
2042,"2023-06-13",城乡建设,921,24,70,265,497,56,9
2043,"2023-06-13",交通运输,340,6,22,104,191,10,7
2044,"2023-06-13",农林牧渔,28,0,1,8,18,1,0
2045,"2023-06-14",科教文体,86,1,2,32,46,4,1
2046,"2023-06-14",公卫医疗,171,3,17,50,87,12,2
2047,"2023-06-14",城乡建设,181,4,22,50,103,2,0
2048,"2023-06-14",交通运输,488,5,23,139,286,31,4
2049,"2023-06-14",农林牧渔,515,13,41,153,282,23,3
2050,"2023-06-15",科教文体,151,6,7,49,82,5,2
2051,"2023-06-15",公卫医疗,398,9,22,119,231,14,3
2052,"2023-06-15",城乡建设,200,1,17,57,111,11,3
2053,"2023-06-15",交通运输,465,9,38,133,254,27,4
2054,"2023-06-15",农林牧渔,160,3,13,52,82,9,1
2055,"2023-06-16",科教文体,11,0,1,1,8,1,0
2056,"2023-06-16",公卫医疗,23,1,4,4,12,2,0
2057,"2023-06-16",城乡建设,763,14,53,253,401,38,4
2058,"2023-06-16",交通运输,30,0,2,7,17,2,2
2059,"2023-06-16",农林牧渔,411,7,32,126,225,19,2
2060,"2023-06-17",科教文体,109,2,6,36,57,7,1
2061,"2023-06-17",公卫医疗,428,14,31,125,232,20,6
2062,"2023-06-17",城乡建设,122,1,3,38,71,8,1
2063,"2023-06-17",交通运输,261,7,22,76,138,17,1
2064,"2023-06-17",农林牧渔,455,9,34,134,249,25,4
2065,"2023-06-18",科教文体,4,0,0,2,2,0,0
2066,"2023-06-18",公卫医疗,87,2,4,26,45,9,1
2067,"2023-06-18",城乡建设,70,0,3,22,41,3,1
2068,"2023-06-18",交通运输,467,6,35,141,257,23,5
2069,"2023-06-18",农林牧渔,119,2,8,46,59,3,1
2070,"2023-06-19",科教文体,359,4,22,116,186,27,4
2071,"2023-06-19",公卫医疗,144,2,12,29,94,6,1
2072,"2023-06-19",城乡建设,435,8,26,147,230,20,4
2073,"2023-06-19",交通运输,160,5,13,37,98,6,1
2074,"2023-06-19",农林牧渔,236,3,18,87,116,11,1
2075,"2023-06-20",科教文体,366,6,23,115,200,21,1
2076,"2023-06-20",公卫医疗,315,5,29,104,149,21,7
2077,"2023-06-20",城乡建设,419,12,23,120,235,26,3
2078,"2023-06-20",交通运输,88,3,5,28,47,5,0
2079,"2023-06-20",农林牧渔,500,13,34,157,261,28,7
2080,"2023-06-21",科教文体,580,7,45,153,338,27,10
2081,"2023-06-21",公卫医疗,26,0,3,8,14,1,0
2082,"2023-06-21",城乡建设,2,0,0,2,0,0,0
2083,"2023-06-21",交通运输,465,8,24,144,267,17,5
2084,"2023-06-21",农林牧渔,767,23,58,211,428,39,8
2085,"2023-06-22",科教文体,1071,26,69,312,616,44,4
2086,"2023-06-22",公卫医疗,380,6,27,110,217,18,2
2087,"2023-06-22",城乡建设,44,0,3,13,28,0,0
2088,"2023-06-22",交通运输,60,1,7,17,31,3,1
2089,"2023-06-22",农林牧渔,130,2,8,43,69,6,2
2090,"2023-06-23",科教文体,166,3,5,47,96,14,1
2091,"2023-06-23",公卫医疗,517,14,43,152,283,22,3
2092,"2023-06-23",城乡建设,81,5,5,12,54,3,2
2093,"2023-06-23",交通运输,101,0,8,23,60,8,2
2094,"2023-06-23",农林牧渔,269,6,22,76,149,15,1
2095,"2023-06-24",科教文体,64,0,3,15,42,4,0
2096,"2023-06-24",公卫医疗,516,6,37,160,283,21,9
2097,"2023-06-24",城乡建设,442,12,25,126,254,20,5
2098,"2023-06-24",交通运输,448,8,30,152,236,16,6
2099,"2023-06-24",农林牧渔,149,3,17,49,69,9,2
2100,"2023-06-25",科教文体,26,1,2,2,18,3,0
2101,"2023-06-25",公卫医疗,524,10,35,155,294,26,4
2102,"2023-06-25",城乡建设,102,2,7,28,55,10,0
2103,"2023-06-25",交通运输,1251,21,86,385,687,64,8
2104,"2023-06-25",农林牧渔,105,0,12,31,54,7,1
2105,"2023-06-26",科教文体,800,19,72,232,439,32,6
2106,"2023-06-26",公卫医疗,118,2,5,32,71,6,2
2107,"2023-06-26",城乡建设,41,1,3,11,23,2,1
2108,"2023-06-26",交通运输,366,7,23,102,204,26,4
2109,"2023-06-26",农林牧渔,343,6,24,110,182,18,3
2110,"2023-06-27",科教文体,5,0,1,1,3,0,0
2111,"2023-06-27",公卫医疗,34,0,0,11,23,0,0
2112,"2023-06-27",城乡建设,378,12,29,123,192,19,3
2113,"2023-06-27",交通运输,448,8,37,132,247,20,4
2114,"2023-06-27",农林牧渔,553,15,38,163,314,21,2
2115,"2023-06-28",科教文体,70,2,5,21,39,3,0
2116,"2023-06-28",公卫医疗,354,13,31,110,177,18,5
2117,"2023-06-28",城乡建设,34,0,9,7,17,1,0
2118,"2023-06-28",交通运输,124,4,12,38,63,5,2
2119,"2023-06-28",农林牧渔,303,3,24,88,169,13,6
2120,"2023-06-29",科教文体,260,7,18,75,142,17,1
2121,"2023-06-29",公卫医疗,218,2,13,68,117,13,5
2122,"2023-06-29",城乡建设,107,3,10,33,56,5,0
2123,"2023-06-29",交通运输,360,4,21,115,201,17,2
2124,"2023-06-29",农林牧渔,60,0,4,17,34,5,0
2125,"2023-06-30",科教文体,65,2,2,16,40,5,0
2126,"2023-06-30",公卫医疗,39,2,3,13,20,1,0
2127,"2023-06-30",城乡建设,163,4,13,45,93,6,2
2128,"2023-06-30",交通运输,369,7,21,110,205,24,2
2129,"2023-06-30",农林牧渔,27,1,2,4,19,1,0
2130,"2023-07-01",科教文体,675,20,51,185,389,26,4
2131,"2023-07-01",公卫医疗,424,16,34,127,232,14,1
2132,"2023-07-01",城乡建设,33,1,3,9,17,2,1
2133,"2023-07-01",交通运输,544,9,32,160,317,20,6
2134,"2023-07-01",农林牧渔,382,7,24,110,215,23,3
2135,"2023-07-02",科教文体,471,13,36,149,244,22,7
2136,"2023-07-02",公卫医疗,324,3,28,104,172,16,1
2137,"2023-07-02",城乡建设,448,6,40,122,240,33,7
2138,"2023-07-02",交通运输,21,0,1,7,12,1,0
2139,"2023-07-02",农林牧渔,427,6,32,127,236,22,4
2140,"2023-07-03",科教文体,103,2,7,35,47,9,3
2141,"2023-07-03",公卫医疗,138,4,10,35,81,5,3
2142,"2023-07-03",城乡建设,843,13,61,245,482,36,6
2143,"2023-07-03",交通运输,299,5,25,85,168,12,4
2144,"2023-07-03",农林牧渔,58,0,3,22,31,2,0
2145,"2023-07-04",科教文体,14,1,0,5,8,0,0
2146,"2023-07-04",公卫医疗,58,1,6,10,37,4,0
2147,"2023-07-04",城乡建设,57,1,5,20,27,3,1
2148,"2023-07-04",交通运输,766,12,48,246,415,36,9
2149,"2023-07-04",农林牧渔,1019,22,86,295,552,48,16
2150,"2023-07-05",科教文体,59,1,4,22,28,3,1
2151,"2023-07-05",公卫医疗,64,0,4,20,35,3,2
2152,"2023-07-05",城乡建设,726,17,53,201,407,39,9
2153,"2023-07-05",交通运输,64,0,6,17,37,2,2
2154,"2023-07-05",农林牧渔,74,0,5,27,35,6,1
2155,"2023-07-06",科教文体,31,0,3,9,18,1,0
2156,"2023-07-06",公卫医疗,470,6,23,148,266,24,3
2157,"2023-07-06",城乡建设,195,4,19,64,94,10,4
2158,"2023-07-06",交通运输,95,1,6,27,55,6,0
2159,"2023-07-06",农林牧渔,450,5,28,125,253,27,12
2160,"2023-07-07",科教文体,418,13,35,116,229,23,2
2161,"2023-07-07",公卫医疗,78,3,3,20,48,4,0
2162,"2023-07-07",城乡建设,578,7,42,184,321,21,3
2163,"2023-07-07",交通运输,697,10,43,222,383,31,8
2164,"2023-07-07",农林牧渔,366,3,36,105,205,13,4
2165,"2023-07-08",科教文体,137,3,10,31,87,4,2
2166,"2023-07-08",公卫医疗,189,3,14,54,100,14,4
2167,"2023-07-08",城乡建设,329,8,33,93,183,10,2
2168,"2023-07-08",交通运输,50,0,4,13,29,4,0
2169,"2023-07-08",农林牧渔,755,15,54,206,434,36,10
2170,"2023-07-09",科教文体,272,11,21,74,148,16,2
2171,"2023-07-09",公卫医疗,333,6,22,117,170,15,3
2172,"2023-07-09",城乡建设,156,1,12,48,83,12,0
2173,"2023-07-09",交通运输,27,2,0,9,13,2,1
2174,"2023-07-09",农林牧渔,557,16,40,157,311,31,2
2175,"2023-07-10",科教文体,4,0,0,0,4,0,0
2176,"2023-07-10",公卫医疗,5,0,0,1,4,0,0
2177,"2023-07-10",城乡建设,39,0,6,8,24,0,1
2178,"2023-07-10",交通运输,465,6,30,151,254,20,4
2179,"2023-07-10",农林牧渔,294,2,19,80,176,15,2
2180,"2023-07-11",科教文体,420,8,28,127,227,26,4
2181,"2023-07-11",公卫医疗,257,4,20,79,142,8,4
2182,"2023-07-11",城乡建设,57,0,4,18,34,1,0
2183,"2023-07-11",交通运输,399,3,32,117,226,18,3
2184,"2023-07-11",农林牧渔,321,6,25,83,184,19,4
2185,"2023-07-12",科教文体,212,1,11,58,131,10,1
2186,"2023-07-12",公卫医疗,270,7,19,79,144,16,5
2187,"2023-07-12",城乡建设,237,7,10,74,136,8,2
2188,"2023-07-12",交通运输,843,13,65,259,456,39,11
2189,"2023-07-12",农林牧渔,104,6,5,39,49,5,0
2190,"2023-07-13",科教文体,88,1,7,32,43,3,2
2191,"2023-07-13",公卫医疗,120,2,9,42,64,3,0
2192,"2023-07-13",城乡建设,39,2,0,10,25,1,1
2193,"2023-07-13",交通运输,397,11,22,116,215,32,1
2194,"2023-07-13",农林牧渔,692,12,46,195,390,45,4
2195,"2023-07-14",科教文体,140,1,11,42,71,13,2
2196,"2023-07-14",公卫医疗,350,6,18,98,202,25,1
2197,"2023-07-14",城乡建设,313,5,28,90,171,18,1
2198,"2023-07-14",交通运输,119,0,12,35,64,3,5
2199,"2023-07-14",农林牧渔,85,2,8,23,47,5,0
2200,"2023-07-15",科教文体,630,14,46,180,349,33,8
2201,"2023-07-15",公卫医疗,674,13,55,195,368,38,5
2202,"2023-07-15",城乡建设,258,11,20,86,128,11,2
2203,"2023-07-15",交通运输,86,3,5,25,47,6,0
2204,"2023-07-15",农林牧渔,182,7,13,55,100,5,2
2205,"2023-07-16",科教文体,228,3,18,74,119,11,3
2206,"2023-07-16",公卫医疗,1394,37,81,430,751,72,23
2207,"2023-07-16",城乡建设,46,1,4,12,26,3,0
2208,"2023-07-16",交通运输,46,1,5,10,27,2,1
2209,"2023-07-16",农林牧渔,101,4,7,33,49,6,2
2210,"2023-07-17",科教文体,670,10,34,199,380,38,9
2211,"2023-07-17",公卫医疗,270,3,24,82,150,10,1
2212,"2023-07-17",城乡建设,10,0,1,5,4,0,0
2213,"2023-07-17",交通运输,370,3,29,102,212,21,3
2214,"2023-07-17",农林牧渔,414,11,23,112,241,24,3
2215,"2023-07-18",科教文体,9,0,0,2,5,2,0
2216,"2023-07-18",公卫医疗,547,7,39,194,277,28,2
2217,"2023-07-18",城乡建设,685,9,65,206,371,28,6
2218,"2023-07-18",交通运输,192,4,22,68,90,7,1
2219,"2023-07-18",农林牧渔,357,6,22,105,201,17,6
2220,"2023-07-19",科教文体,541,7,42,168,285,33,6
2221,"2023-07-19",公卫医疗,83,4,4,21,48,5,1
2222,"2023-07-19",城乡建设,235,6,13,76,129,11,0
2223,"2023-07-19",交通运输,55,0,2,19,30,3,1
2224,"2023-07-19",农林牧渔,1042,24,84,316,554,58,6
2225,"2023-07-20",科教文体,336,7,22,96,198,10,3
2226,"2023-07-20",公卫医疗,225,2,11,69,134,8,1
